name,reviews_count,review_text,star_rating,date,Client_URL
Isa,5,"God awful service. If this company thinks they are competitors of the likes of Amazon and other companies they are fooling themselves. Diabolical service, jumia to not check the vendors that are allowed to advertise their bogus products  on their website. Not trustworthy, unprofessional and just embarrassing. My delivery was 2 weeks late. Then when it does arrive they've patched a table together, cheap food different from the photo on jumia. Lies upon lies...",1,"Mar 28, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Ken,1,Jumia is one of the most ulsesss app to purchase electronics..,1,"Mar 21, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Obasohan Anthony,1,Jumia service is one of the worst service ever just for them to deliver my good they can't deliver on time and they are tell me and send my rider number and I call the rider to bring by good from oniru where there office is to marawa is not but no he went to deliver good at jakade and tell rubbish,1,"Mar 7, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Tolulope Obasuyi,1,"Hear me out, the product I bought from them are all good. I have no complaints about that. The problem is with their delivery service. I added another address to my address book and selected that new address but they still went to send it to the old one. I messaged their customer care and he said I should edit the old one and rewrite the new one there. To be more careful, I deleted the old address and had only the new one there. Tell me why they still send it to an address that isn't in my address book. What kind of irresponsibility is that? I need what I ordered for for my masters project. I'm losing time already but they still had the stupidity to send it elsewhere. I'm just so angry. The two star is for the quality of what I bought. Their delivery is rubbish.",2,"Mar 1, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
theophilus tikpa,3,The company is doing a good job with the range of products they have. However there is need to monitor the activities of those in the distribution warehouses and also the delivery guys because i have had several mix ups on those ends,3,"Feb 16, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Gilbert Aghama,1,"Jumia is a scam!!! I ordered an item on Jumia and paid in full through a bank transfer. After keeping my money for more than two weeks, Jumia fraudulently and unilaterally cancelled the order. When I complained, they requested that I should place the order again only for me to check and found that the price of the item has been increased by almost N100,000",1,"Feb 7, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Moronkola Olaolu,1,"Jumia was good before until recently everybody just wants to reap from what they have not sown, they now sell fake, damaged, faulty products, they make it look as if they are good when you receive your products you realize it is not good, And when you return with their acclaimed return policy. They will not return your money. I repeat; They will not return your money.I received a brand new laptop and the keyboard did not work, I returned it immediately on December 13, 2023 and up till now, February 7th, 2024 my ₦ 375,000, is still with them.I would appreciate it if anyone could help me with how to get back my money from these people.",1,"Feb 7, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Stanislav Dobronevsky,4,"Not enough space to write how crappy this website and its service is.Most of the products are of very low quality, some of them did not deliver, others delivered but the quantity was lower than ordered and then they do not refund you. Some items delivered after 16 days!! Things that I order from Aliexpress sometimes arrive faster.Do not waste your time, energy and money on this trash website.",1,"Jan 29, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Temiloluwa Jadesola,1,"Everytime I have ordered my issue is always with the delivery agentsThey are always so rude, one literally told me that he can’t deliver to my house after paying for home delivery that I should come to the bus stop to pick up my order",1,"Jan 4, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=3
Smith,1,"Jumia has the worst service ever. Their action recently proves to be very dubious. I placed 2 orders recently. One was a 50 inch 4k led TV, instead Jumia delevered a 43 inch TV to me. I requested a Return immediately, untill now they refused to come pick their item from me. Secondly, was a center table, they refused to delivered even after 5 days of showing that it's out for delivery. Later someone called me from Jumia to send my code to them that they will delivered a day next or more. I refused since it's against their terms and conditioned. After that, they cancel my order that I have been waiting for for over 2 weeks. JUMIA IS THE WORST ONLINE SHOPPING PLATFORM I'VE EVER SEEN. Meanwhile, I'm still waiting for them to come carry their Chinese TV from my house, else I promised you guys that you won't believe how many thousands of customers you'll lose through me. I will saturate the internet with my experience with you guys and you'll know that not everyone you can messed up with. Nonsense. PS: If you guys responded to my order asap, I may reconsidered, else let's see how it goes for you.",1,"Dec 20, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
Best,1,"The app is good and working well, but I can't recommend Jumia to even my worst enemy. Their service is very poor, and they send old used, and broken items to their customers. If you don’t want to go through the frustration and HBP over your own money, better avoid purchasing anything through Jumia. They are very irresponsible, careless, and have a scam attitude toward their customers.Patronise Jumia at your own risk.",1,"Dec 5, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
Aondohemba Shedrack,5,Using Jumia is relatively scary now. Things purchased rarely match the seen description/sample. It is appalling.,1,"Nov 25, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
Chibuzor Nwankwo,5,"Some of the products do not appear as they are online, less quality and more expensive. I resorted to offline purchase cause it was becoming increasingly difficult to be satisfied with my order.",3,"Nov 24, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
seyi dekol,1,jumia debited me twice and for almost a month there are yet to refund my money,1,"Nov 23, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
Magaret Odenore,1,Very terrible delivery service. Your item may never get to you. Terrible!,1,"Oct 27, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
Anako Joyce,1,"I ordered twice on jumia all of them delayed for two weeks, I had to keep texting them yet nothing. The dates they give for delivery are fake, the customer care live chat takes time to respond and they just cut you off without knowing if you're done or not. Very poor app and delivery skills,I would never use it again.",1,"Oct 2, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
drew rewd,1,They said my product was supposed to come on the 12th and they calling no to say it is just on way to the delivery center it is so terrible do not use the there are other ecommerce groups,1,"Sep 13, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
ojenya peter,1,"greatest scam off. quite good at packaging and selling fake, decoy and dirtbags and used items. Bought a USB microphone. came unboxed with missing accessories. asked for a return. The return of the mic has not been acknowledge for over a week. Yet they keep asking me to return item to pickup location even I returned item one hour after I picked it up. this country is designed to fail. so jumia can kick your a** and get away with it. jumia you're indispensable. Not to mention that somebody out could be watching and thinking of a way to roll out something in Nigeria that beats your status quo.",1,"Sep 12, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=3
Chester,1,"Alot of 1 start review here. My only problem with Jumia and the reason for 2-star, these guys take forever to send in your product. Very terrible delivery service. How can you be in Nigeria and order and item and it takes up to 2 weeks, while I order from Amazon and get it delivered in Nigeria in the same two weeks. We are in a country here the agency that is supposed to check these systems are corrupt and bad. Nothing literally works.",2,"Sep 4, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Onyekachi May Onuzulike,22,Jumia has a problem with refunding people's monies when an item is returned. Their nonchalant is topnotch in this department,1,"Sep 2, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Monty,3,If I could rate it a 0 I would. I paid the driver and did not receive my order!! They are the worst ever don’t order from them. I Will be doing a full story time on my social media platforms. This is broad daylight robbery,1,"Aug 12, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Asonye Magdalene,1,"This company is the worst!! Every individual working there are irresponsible and totally incompetent!!! from their attendants, customer service agents to their delivery agents! ALL OF THEM!!! I ordered items worth over half a million naira. First, they tossed me about on the said delivery date for 24-48hours before delivering my item. Eventually, when they delivered it, the delivery agent wasn’t just rude, he was absolutely and disgustingly disrespectful. I had ordered 8 items and only 7 items was delivered but they went ahead to mark all 8 items delivered on the app and they have refused to deliver my item to me till this moment!!! If this isn’t FRAUDULENT, I don’t know what is!!! I used my hard earned money to buy myself problems when I purchased items on this app!!! I WOULDN’T HAVE IF I HAD READ THE REVIEWS!!! JUMIA SHOULD BE SHUT DOWN!!!! This organization does not have an ink of idea how to run a business!! I have never witnessed so much incompetency and irresponsibility in my entire life!!!!! NEVER AGAIN!!!!! The customer care agents lack empathy and behave in a lackadaisical manner. I doubt they even know what they are doing?? Again, JUMIA doesn’t have any business existing as an organization!!! It is a HUGE MISTAKE!!!! And if my items does not get delivered to me completely, JUMIA will be shocked at the extent I would go to in order to ensure that I RUBBISH its entirety!!!!!!",1,"Aug 4, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Bahaa Hamdan,1,"I had high hopes when I first started using Jumia for their online shopping services, but my experience has been nothing short of a nightmare. Jumia's service, particularly Jumia Food, has been utterly disappointing and frustrating.Firstly, I made the mistake of paying in advance for an order on Jumia Food, and I deeply regret it. Not only did they deliver the wrong items on numerous occasions, but there were also instances when they failed to deliver anything at all. Despite their blunders, getting a refund from Jumia has become an impossible task. They seem to have no intention of honoring their refund policy, leaving me feeling cheated and taken advantage of.Additionally, I subscribed to Jumia Prime for 12 months, expecting smooth and seamless deliveries without any extra charges. However, to my dismay, they canceled Prime service midway without any valid reason, and to add insult to injury, they didn't even bother to refund the remaining amount. It feels like they simply took my money and left me hanging with unfulfilled promises.The Jumia app itself is a frustrating mess. Their customer service is non-existent, making it nearly impossible to resolve any issues or get the assistance you desperately need. It's disheartening to witness such blatant disregard for their customers' satisfaction and concerns.I strongly advise against dealing with Jumia and their unreliable services. There are far better alternatives out there, like Konga and Jiji, which offer excellent customer service, competitive prices, and reliable deliveries. Don't fall for Jumia's deceptive marketing; they will only disappoint and deceive you. Save yourself the headache and choose another platform for your online shopping needs.In conclusion, my experience with Jumia has been nothing short of a disaster. I regret ever trusting them with my hard-earned money and won't be making that mistake again. Jumia needs a significant overhaul if they ever want to regain the trust of their customers. Until then, I strongly caution everyone to steer clear of Jumia and explore better alternatives for a hassle-free shopping experience.",1,"Aug 4, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Nukak Asanansi,1,"The worst customer service I have received in my life. I ordered a product and they delivered a broken product. Came back 2 days later to pick up the broken product and I have waited for my refund for over a month with no response. Mind you I have called them 4 different times in this period with my own money and airtime. All 4 times the customer agents told me the same thing even though I had given them all the information needed to chase down my product. Also bear in mind that their policy says refunds are to be done in less than 10 business days. I have been the one chasing down the person that delivered my product, and escalating the issue myself. My order No is 1217927862. It’s a shame that businesses like this allowed to exist where they know nothing about pure decency and respect to customers and have clueless agents that appear to be there just for their paycheck. I resorted to this because I have had it to the top of my cup. I will never ever recommend anyone do business with Jumia. And by the way I am still waiting for my refund.",1,"Jul 18, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Oluwatomi,1,"All in all, I just know that it won't be better for all of you at jumia. I ordered two products from you and the next day, my sis told me that I had made a very big mistake that jumia is very unreliable and rubish company. But bcoz I still had trust in you, I ask for a refund for one and leave the second one to be delivered. Till today neither the refund nor the product has gotten to me. It's really unfair. As a student, 15k is not a small money but you people decides to hold on to my money. Just know that it won't be better for any of you untill you refund my money and deliver what I ordered.",1,"Jul 15, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Ayoka Lawal,2,l bought a phone within 12 days is broken. l really disappointed jumia can't do anything about it. l wasted 29k,1,"Jun 14, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Salvador,3,"Doesn't deserve a single star. Upon placing my order, I then received a phone call to confirm the order at approximately 3:30 pm today. I asked the lady on the phone how long it will take to deliver the food and she responded 40-60 minutes, which is exactly what is stated on Jumia's web/app as well. Sitting here waiting for over an hour I decided to check where my order is to them to my surprise see that it'll take 200 minutes. 200 minutes, this is insane. Immediately I contacted jumia via chat which I started at 4:47 pm today. All I've received in the chat are 3, in 10 seconds written messages, my enquiry is simply ignored. What an outrageous business practice this is. Is this how Jumia as a company wishes to be portrayed? Is this what you are teaching your employees?Last but not least, the employee has the audacity to remove themself from the chat. Unbelievable!",1,"Jun 3, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Olukunle Oluyomi,2,Jumia Nigeria gave me the worst online shopping experience of my life yet. Customer support was even a lot more terrible. The female representatives especially were rude and lacked customer empathy. Jumia Nigeria is not recommended at all.,1,"Jun 3, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Olayinka,1,"I had a terrible experience with jumia,I ordered for hair fringe and bun then wristwatch was delivered, immediately I  requested for a refund and it has yet to be done,it is over a month now. Jumia should refund my money ,I even chatted several agents but to no avail,I even visited a nearby branch @ibeshe ikorodu to lay my complaint but I was told to wait for another 5-7 working days before my money can be returned.Refund for order no. 1189871262.",1,"May 31, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Laya Makinwa,1,So very unprofessional they're disgusting and their delivery guys are even worse and so rude where did they find them from?,1,"May 17, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Christiana Okosun,1,"I purchased an item since on the 21st of April that was supposed to be delivered on the 29th. This is the 5th of may and my item has not yet been delivered nor my money refunded admist the numerous calls out to them that ISN'T TOLL FREE in the first place!  I sent a mail and called several times and yet no refund since I didn't get my product.Whereas when you try to place and order and it doesn't go through, Jumia will call you.My advise to anyone who wants an item delivered when it's supposed to be delivered and not a week extra with no sight of your product nor refund is DO NOT EVER SHOP WITH JUMIA.",1,"May 5, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Esther Matthew,1,"Jumia delivery agents are so unprofessional. I ordered an item and was informed that one Okpara was to deliver to me. I stayed home all through and even contacted the man. By evening, the idiot cancelled my delivery without reaching out to me, lying that I was unreachable. I WAS TOTALLY SHOCKED . When I called him again, he said he noticed there was traffic nd decided to cancel. The nerve!!",1,"May 4, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Lucianda Barnabas,1,"Shipping has been slow lately. It would help if you ship faster, especially medications.",3,"May 4, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
ismail babacan,1,Jumia food will just collect your money and they will never bring food for you. Today i order food. 1 hr later i ask them they say they cancel it. This is the 3rd time they are doing this and i have ordered 3 times and never get the food. Just dont wait jumia food to bring you food if u r hungry,1,"Apr 16, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Gloria Ani,1,Jumia are big thieves!!!! Took my order work 13k and nothing was delivered to me nor was i refunded. Tried contacting their customer service but to no avail. I’m so pissed 😡 you guy’s should better refund my money or na ogun go kill una.,1,"Apr 2, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Tee,1,"Jumia used to give good service but I think something has changed. They took my money and never delivered the product. After so many calls, I never got my money or the product.",1,"Apr 2, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Nkem Okereke,1,"They are dubious. I ordered a table and a chair. I was not home and asked them to drop it with the security men. I made a transfer of the money, N26k. I got home and was shocked to see a damaged table and damaged chair was delivered to me. I filled form for refund and no one came to pick the items. I tried all their lines, none was going through. Same as emails: they have do not reply emails. When I got through to a line for placing order and complained to the lady that answered, she cut the call. They are dubious people. No one should patronize them.",1,"Mar 29, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Godswill,1,"I order an item from jumia since on the 15th of march, and according to them my item was to be delivered between 17th March and 21st March.Today is 25th march and am yet to hear from them. I received a mail yesterday (24th)march saying my product will be delivered and the delivery agent cancelled it without my notice.Service very poor.",1,"Mar 25, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=4
Alex Ubokwe,1,"Any amount you can't afford to lose, don't shop with it on Jumia. This is because if you have any reason to return the item bought, you won't get a refund. I bought a laptop of 75k, what they brought didn't meet the product description on their website so I returned it. The return was approved over a month ago, till now I'm yet to receive my refund of 75k.I contacted the useless customer service, they first lied to me that the money was paid to my store credit. I checked store credit, there was no money. I checked transaction history to see if there was any transaction, the last transaction was over a year ago.I contacted them again, they asked me to provide a different account number. I gave them a GTBank account number, they promised I was going to receive payment within a week. AS I type this, it's getting to two weeks already, I have not received a dime. I contacted them yet again, they promised they were going to get back to me in 16 hours. As I type this, it's already 48 hours. I didn't get any message from them.Jumia started well but now they have turned to something else. So as it stands now, THE FEAR OF SHOPPING IN JUMIA IS THE BEGINNING OF KEEPING YOUR MONEY SAFE.ANY AMOUNT YOU CAN'T AFFORD TO LOSE, DON'T SHOP WITH IT ON JUMIA.And to you Jumia (I know one day you will read), come and prove me wrong by giving me evidence that you actually send my refund. I will happily attach my real identity to this review cos I'm highly disappointed",1,"Mar 23, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
olasunkanmi hayes,4,"The platform is a phenomenon platform. For the past few years that I have been using the platform, I have had a wonderful experience.",1,"Mar 15, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
Tobi Daniel,4,My experience ordering from Jumia has always been great. Some products are more expensive than average but tech products are well priced. You just need to read reviews and make sure the package is intact until you're sure everything works perfectly. I recently bought a rechargable fan that wasn't working. I returned it within 3 days. They fixed it and returned it to me within a week.,4,"Updated Mar 6, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
ilyas painter,2,"I am seller in Dubai.I am ilyas from SEB ELECTRONICS TRADING LLC- DUBAI.Before one year, i sell goods on jumia and goods collected from us, unfortunately customer cancelled it. Yet after several reminder. Email and wp chat, still neither the dubai logistic department return product nor paying money for the list product.I have provided all documemts.Really very upset,Make sure BEFORE SELLING GOODS ON JUMIA.NO ONE INTERESTED TO RESOLVE IßUE.RESPONSIBL CONTACT IN DUBAIMR. TAHA.",1,"Feb 20, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
Monisola,3,The delivery guy has not called after several days of expected delivery. He was called severally and sent text messages which he read and refused to respond. Jumia has also called off their customer care lines- I was sent an email that doesn’t exist to lodge complaint and a link showing a blank page. Never patronizing them again.,1,"Feb 17, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
Ezekiel Akande,1,"I ordered 2 of the same items, jumai gave the two the same order number delivered only one of them, and they have been stringing me along for over two months now with no order no refund. This company is a fraud!!",1,"Feb 10, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
John Bags,1,About to purchase some leather jackets but now with these crazy reviews i have to keep my money because it’s not safe when you make payment and no escrow to hold on and confirm both payments and order + the mis-organized workers and riders fir the company as seen in reviews hell no way am going through this stress,1,"Jan 8, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
oyeniyi olanike,2,"Made an order and Jumia failed to deliver. When I called customer service to complain, all they did was to laugh at my situation 🤣, it was so unprofessional and till date Jumia is yet to refund my money.",1,"Jan 8, 2023",https://www.trustpilot.com/review/jumia.com.ng?page=5
Jubril Jabar Akanbi Omokehinde,1,They are now defrauding customers by selling fake product and not willing to refund the money. They are thief!,1,"Dec 21, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
Susan Storm,4,"Been a Jumia customer since the inception of the company. They have made a mistake on my order before but have made amends. It is a good service overall.....I especially like Jumia pay because I can use it to top up my international sim, buy vouchers, and even renew my Microsoft license. They deliver on time and are polite 100% of the time. I hate that they don't deliver all your items in one box and at the same time. You apparently have to buy things from the same seller if you want it delivered all at once",5,"Dec 19, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
Parly Ventures,1,"Jumia could be the biggest SCAMMER in Nigeria. Jumia delivered a defective item to me. I reported, and the item was returned and accepted by Jumia. They promised to refund my money within ten days. For about a month now, Jumia has been tossing me around.",1,"Dec 11, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
Stancroz,1,Jumia has very irresponsible delivery…Jumia has very irresponsible delivery servicemen. They will call you they are delivering your order and you should make yourself available. You will wait endlessly for them to come despite frequently calling to let them know you are waiting. By evening time they will stop picking your calls. The next you get is a message that they failed to deliver and they are cancelling the order. You may reorder 5 to 6 times and still relive the same experience. Jumia has become a serious joke compared with my previous experiences with them in the past. Till now the dispatch rider have not picked my calls.,1,"Dec 8, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
Chinyeaka Okafor,1,"I got my goods delivered to me and the total invoice amount was 5,830 and I mistakenly did 8,530. I called the rider and he promised to send the money back so I provided  my account details to him via SMS and up until this moment have not seen my money. Please tell your rider to send back My money to me",1,"Dec 7, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
John Oladokun,1,Jumia has very irresponsible delivery servicemen. They will call you they are delivering your order and you should make yourself available. You will wait endlessly for them to come despite frequently calling to let them know you are waiting. By evening time they will stop picking your calls. The next you get is a message that they failed to deliver and they are cancelling the order. You may reorder 2 to 3 times and still relive the same experience. Jumia has become a serious joke compared with my previous experiences with them in the past.,1,"Dec 2, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
Lilex Boy,1,"For crying out loud I haven't bought anything yet, but I will soon spend 362k on jumia, I just hope it works because I normally order jumia food and it delivers quickly, I'm very scared with all this reviews I'm seeing here, I do not want to loose my money, or else nah ogun go kill jumia oo, the money is a loan and if I loose it, nah thunder go fire jumia oo",2,"Nov 5, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
Limitless Networks,5,"Ridiculous multiple charges, criminal random deductions, vague fraudulent policies and operating system. Very bad for merchants.",1,"Oct 24, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
customer,1,"Just expect for them to have problems always, they don't deliver at the stipulated times, they can cancel your order anytime, initiate refund without your consent. Usually they try to deliver twice before cancelling the order, but they can decide to ignore this regulation. It's difficult to contact them, you must use the live chat and their contacts are only for placing orders, if you have a query it's so difficult to speak directly to an agent. Jumia Food is not like this at all, so it annoys me that every time I have a problem with jumia it's from their Jumia Store.",1,"Aug 17, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
John,4,"Jumia is a big scam do not purchase anything from them. I ordered a marble dinning table and six chairs from them since Jan 2022 for 250,000 Naira, This is Aug 2022 no delivery, When I called the customer service do not know what they are doing. They do not have information on previous conversation. Jumai refuse to return my money.SCAM, SCAM, SCAM, SCAM, SCAM, SCAM, SCAM all the way is jumia.Any good review for jumia are paid reviewer",1,"Updated Aug 4, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
aisha mohammed,1,Jumia is the worst site you will order from my advice to everyone don’t use Jumia for any order. I ordered a safe of 240k they deliver a wine in a box and 4 Titus and I called the delivery guy and he said ok if I check it’s not my own he will bring my own how can u deliver an item that is not even close to my house address and my item is more bulky than what u delivered so I have to check for what’s in the carton call u and tell u what’s in it then u decide if to deliver mine?? and I called the manager he cut the call on me.  please no one should older fromJumia. They are terrible this is the first and last time I will buy anything from them. BE WARNED.,1,"Jul 14, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
STANISLAV DOBRONEVSKY,1,"Had very bad experience with them. Last order they did not deliver everything I ordered but charged me fully. The things that were delivered were fake and not the original brand that was advertised.No customer service, no one to talk to, I feel deceived and abandoned.Editing: Forgot to mention, it's not the first time that this happens, I think it's the 4th time that it happens. If you order more than 1 item, let's say 8, they send it in a box and you don't know what's inside until you pay, after paying you open a surprise box that may not contain all the items that you bought or fake instead of the original you paid for or used. All of the above happened to me. I don't think I'll be buying from them anymore, too many headaches and waste of time.",1,"Jul 7, 2022",https://www.trustpilot.com/review/jumia.com.ng?page=5
Blue Pay,1,My payout haven't been paid for more than a week now,1,"Dec 28, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Netmarks Research,1,If you want depression try this company. It's a Nigerian scammers paradise. They will wait you receive money and tell you we sent to your bank account. Then as you to provide prove that you didn't receive the money? How is this even still running?I'm a developer and I had integrated over 1599 websites and today we have started removing the integrations. These are just registered thugs.AVOID PAYSTACK,1,"Dec 15, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Comfort Akyae,1,"If you want the best for your business, don't use Paystack. They will hold your business transactions for unnecessary reasons.",1,"Dec 3, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Patrick L.,3,"I’ve been using Paystack for my business, and recently I needed to update my bank accounts (both KES and USD) for payouts. The support team handled my request with so much professionalism. Quick responses, clear instructions, and a smooth resolution. It’s rare to find such reliable customer service. Five stars for you guys.",5,"Nov 26, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Young Techiez,1,The platform has been pretty seamless for me and I have had great customer service.,5,"Nov 19, 2025",https://www.trustpilot.com/review/paystack.com?page=1
First Class Beatz,1,"This is a trashy entity, stay away from them if you value your peace. Moreover the ceo was just accused of rape",1,"Nov 15, 2025",https://www.trustpilot.com/review/paystack.com?page=1
A. Isaac,1,"I've been using Paystack for the past 5 years without much problem, except occasional delays in payment, until I received about $2,800 which came in three times. Then, they locked my payout ever since. This is despite that I've never had a single charge back for those 5 years (not saying that charge back is a crime) so there's no sane reason why they shouldn't pay me. The company generally has problem paying merchants promptly.So, be warned, Paystack has no respect for you as a merchant. Even if you have a clean record with them, you'll have problem receiving your money if you earn a reasonable amount. It appears the company is scared of your growth.They said my account is under review since October 22nd but a Mr. Tosin at the review department is no longer responding to my messages.",1,"Nov 9, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Vinny Mbevi,1,"I never knew I would be a victim of this paystack scamI received payment form my client on 4th November 2025.The told me my money will be available after 2 daysOn that day they now say my. Money gas been held and I have to send more information about my bussinesI send all the conversation between the client and I, showing the details they asked for.I could feel they were asking for the details thinking I will not have any. I sent even conversation with my Chinese suppliers.After sending all the details they stopped replying to emails and on their social media platforms.If you are reading this PLEASE NEVER USE PAYSTACKUNINSTALL THEIR WORDPRESS PLUGIN AND GO FOR ANOTHER PAYMENT GATEWAYITS NOTHING BUT PURE THEFT,LET ME BE THE LAST PERSON THEY STEAL FROMI WILL POST ON ALL SOCIALS TO CREATE AWARENESS",1,"Nov 8, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Djehuti Ventures,2,"African Fintech is a mess. I thought Paystack would change that but I was wrong.My experience was: poor/delayed communication, frequent delays with payouts, and a non-existent support.Having them as your payment processor will give nothing but headaches. Plus why do I have to wait for a whole 3 days to receive my funds in my bank account only to then be delayed even more without notice!!!???Conclusion, if you have some common sense, DON'T USE THEM!!!",1,"Nov 5, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Sheba Macby,4,"Paystack’s behaviour has been extremely suspicious and very scam-like! They have held my money for over a year now. I send them emails they do not respond. I will take legal action against them!They wiped off my dashboard, unknown to them, I have screenshots of my balance on their platform before then",1,"Updated Nov 15, 2025",https://www.trustpilot.com/review/paystack.com?page=1
BHA alive,2,"Please!!! Boycott Paystack, they are professional thieves!Paystack as you can see has a 1 star rating with everyone.My experience with their customer service is so unacceptable, it’s been two weeks now that paystack had held my money in their payout option, to think I hadn’t used the paystack in a while and I deposited money from my other bank in my name as it matches my paystack name, I used it as a test-run, then they froze my money, I asked them to refund to the senders account, my account!, but they won’t even reply my emails now!Update on it, they closed my account with them  and refunded my money to the senders account  and said they’re unsure on my business, meanwhile I merely rendered a legit smm panel.",1,"Updated Nov 5, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Ebetech Ventures,1,"This is very bad, you withhold my money for almost two weeks, you told me you were doing review, and asked for documents and information, I sent everything needed, yet you're yet to release my money, my business is going down already because of this shameful act from you, I thought I was dealing with the right company,have message you countless times no positive response, release my money today",1,"Oct 21, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Eric Owusu,1,I am not surprised to see a lot of negative reviews for Paystack. They have been holding my funds for as far back as 2024 and now they are coming up with flimsy excuses. I have been asked to resubmit document which are already available in my Paystack account and followed p with calls and emails to no avail.THIS MUST STOP NOW!!!I am writing to the Bank of Ghana for the resolution of this issue. All affected Ghanaian businesses can do same. I tried it some 8 years ago with a bank that was holding my money and they retrieved my money for me.DO AS I DO!!!,1,"Oct 21, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Ayoola Adesola,1,Paystack is giving their customers difficulties in paying their payouts It’s been 24 hours now and I have not received my payouts kept on showing pending and the money is not mine abeg oooo no turn me to debtor if this continues in the company I’m afraid you will start losing customers,1,"Oct 14, 2025",https://www.trustpilot.com/review/paystack.com?page=1
Victor Karani,1,I think platform is somehow a fraud. I have not received my payouts for 2 weeks now and several other people in the reviews I've read are saying the same. So paystack I have a question for you will I ever get my money? I'm not buying into this story you are telling me about my business is being reviewed.,1,"Oct 2, 2025",https://www.trustpilot.com/review/paystack.com?page=1
